u,g,r,i,z,cluster
22.00391,22.08327,21.49314,21.6546,22.18868,1
22.99573,22.25767,22.04647,21.89949,21.56994,1
22.78516,21.97072,20.52861,19.62191,19.33607,1
19.24973,17.9545,17.37586,17.04934,16.85393,0
22.29784,21.44956,20.70892,19.94762,19.56307,1
22.46999,22.16233,21.7424,21.12652,21.54953,1
26.8878,21.95411,20.30318,19.4677,18.87197,1
20.30142,18.32445,17.17133,16.66735,16.26585,0
24.37868,21.83592,20.46605,19.50824,19.07316,1
23.94478,23.28575,21.89861,20.54031,19.88867,1
25.07153,22.45862,20.30517,19.28093,18.97065,1
18.85699,17.16991,16.43703,16.17396,16.02659,0
22.57378,21.4264,19.55155,18.75569,18.28926,2
21.36975,21.36178,20.96918,20.69217,20.70988,1
23.7128,22.0598,20.45535,19.425,18.85014,2
19.79861,18.85893,18.54199,18.43957,18.38213,2
19.84152,17.78505,17.01592,16.76579,16.62979,0
23.79146,21.78953,20.27055,19.59817,19.21241,1
21.25966,20.40732,20.15128,20.0633,20.03099,2
21.48547,20.86415,20.86198,20.78192,20.48998,1
21.04071,18.83414,17.75504,17.30801,16.97535,0
24.81741,21.87023,21.28424,20.69687,20.08738,1
23.60528,22.46659,22.08248,21.67788,21.86908,1
17.09077,15.75352,15.08635,14.71979,14.43309,0
19.87646,18.61768,17.91575,17.47749,17.21823,0
22.27171,21.64458,21.41278,21.42933,21.00681,1
23.1049,21.51538,19.81898,18.73524,18.25238,2
23.11242,21.61342,21.39877,21.43815,21.20088,1
21.76024,21.36692,19.6623,18.64792,17.97502,2
18.89854,17.9437,17.67299,17.39111,17.39249,0
22.32436,21.33583,20.0734,19.20847,18.8338,2
23.90203,22.46031,20.44015,19.75608,19.26647,1
19.31717,19.18162,19.02614,19.0503,19.13614,2
22.10192,21.22135,20.19915,19.49827,19.26962,2
19.91414,17.82799,16.90025,16.48344,16.16285,0
26.31557,21.84471,20.19496,19.30609,18.84639,1
23.66083,22.58946,21.02837,20.14394,19.69193,1
25.28738,23.33033,21.23701,19.92274,19.332,1
20.11273,20.20206,19.85501,19.82723,20.03148,2
20.62511,20.32236,20.10266,19.66529,19.52269,2
20.81174,18.52201,17.51267,17.14684,16.92198,0
19.05795,17.89137,17.58069,17.43448,17.3719,0
23.85962,22.84825,21.63189,20.32677,21.90837,1
19.3945,17.67536,16.62134,16.15729,15.79335,0
21.21568,21.3134,20.84513,20.7323,20.6004,1
19.8412,18.16581,17.1184,16.56438,16.07882,0
23.36092,23.21037,21.91484,21.35095,21.95987,1
25.46198,22.55533,21.9418,20.72326,19.73963,1
20.32776,19.83251,19.47823,19.10785,19.05871,2
21.37933,21.22781,20.94507,20.77331,20.36025,1
22.02355,21.35246,20.57147,19.79748,19.51902,2
24.63853,21.20354,19.45916,18.75746,18.31718,2
18.63442,17.41629,16.89397,16.657,16.56427,0
20.16967,18.38418,17.57595,17.17021,16.86389,0
24.89028,23.9512,22.13194,20.67298,19.87961,1
26.75369,22.35051,20.80185,19.56748,19.16138,1
19.54784,19.83712,19.95624,19.45789,19.16335,2
21.78983,19.30189,17.88029,17.3618,17.02398,0
19.83063,18.53417,17.61427,17.18196,16.87145,0
18.37043,16.27996,15.32474,14.88416,14.57293,0
22.67486,22.5487,21.15957,21.25012,19.09773,1
22.03191,21.77087,21.48515,20.94139,21.47655,1
21.85946,22.09425,21.2399,21.33588,21.95773,1
19.82532,17.87856,16.98299,16.54125,16.23607,0
19.15284,17.21501,16.31204,15.88938,15.56603,0
20.39557,18.55031,17.54595,17.0191,16.59014,0
22.95023,23.0458,23.55077,21.65705,19.94047,1
22.25134,22.21869,21.91659,21.71542,21.37073,1
26.47958,21.65219,20.05119,18.98729,18.52696,2
19.82229,19.70371,19.78001,19.5437,19.64859,2
24.45346,22.85006,21.79142,20.59594,19.86347,1
22.30652,21.31819,21.32869,21.28636,21.04976,1
18.97979,18.45241,18.39661,18.22052,17.9247,0
22.2109,22.16148,21.84993,21.71088,22.42605,1
24.12859,22.4362,21.99273,21.77885,22.06917,1
18.25734,16.40132,15.56818,15.16011,14.82572,0
22.3498,21.28804,21.04967,21.03898,20.97582,1
20.17106,18.20195,17.01884,16.52853,16.18122,0
21.51583,20.63829,20.43363,20.41614,20.09839,2
20.20167,17.38331,15.94857,15.35798,14.9978,0
22.07104,21.64353,20.95946,20.5299,20.23594,1
22.4747,22.79826,22.65861,21.72533,22.65443,1
21.55273,20.82451,20.55714,20.29532,19.95542,2
18.48252,16.73785,16.11488,15.90612,15.78294,0
21.28836,20.10544,20.02248,20.12361,20.01253,2
25.13979,22.91237,22.68606,21.79437,20.89952,1
17.54584,15.86568,15.28648,15.11192,15.03278,0
25.43769,22.10707,21.63473,20.52034,20.77542,1
17.25815,16.2918,15.95397,15.82354,15.78433,0
21.71995,21.52939,21.22688,21.14184,21.18406,1
23.061,20.97024,19.22835,18.56618,18.1337,2
19.97481,18.43876,17.70081,17.27473,17.04845,0
18.27541,17.48635,17.07951,16.70244,16.53514,0
23.03649,20.94022,19.27304,18.47526,18.13448,2
19.20578,17.75215,16.95732,16.5561,16.31494,0
25.82059,20.46979,18.79253,18.16855,17.73486,2
22.35012,22.17938,21.93444,22.10674,21.70671,1
20.80212,20.26272,20.29451,20.26588,20.27036,2
22.83422,20.03758,18.58999,18.02662,17.74877,2
18.92501,18.22619,17.692,17.42844,17.2205,0
24.68712,22.23488,20.4279,19.57653,19.13139,1
22.91045,22.97877,22.89651,21.77988,20.79925,1
25.44018,22.43111,20.55667,19.52231,19.16427,1
24.109,21.48279,19.6255,18.75286,18.25852,2
21.87068,19.4203,18.17736,17.53908,17.26883,2
19.38195,19.16461,18.70602,18.51153,18.1192,2
22.22488,19.38997,17.85505,17.28552,16.86219,0
22.72901,22.76331,21.60477,20.75503,19.98919,1
23.57253,23.3512,21.74708,20.57154,19.88139,1
21.51231,21.25257,20.6864,20.73262,20.20662,1
23.08438,20.51668,18.66913,18.00982,17.66194,2
18.67097,17.39719,16.76139,16.38754,16.13643,0
22.53172,20.38964,19.85763,19.66397,19.58714,2
21.05567,19.79053,19.30308,19.16546,18.97775,2
19.05959,17.30894,16.59789,16.34144,16.21071,0
24.6333,21.63035,21.04192,20.57649,20.36747,1
19.56634,19.35883,19.38392,19.22658,19.22915,2
24.35942,22.8854,21.0146,20.06006,19.48987,1
27.46664,21.4392,19.67846,18.87592,18.45521,2
19.89633,19.2072,18.98201,18.84692,18.65271,2
21.54155,22.34036,20.52814,19.5314,19.12117,2
27.05248,23.07929,21.5351,20.13044,19.54796,1
22.83154,22.44153,22.22317,21.50471,21.20367,1
24.63726,20.74712,19.37073,18.89852,18.51281,2
25.25373,24.28155,21.86206,20.79805,19.9653,1
22.11395,21.7728,21.44338,21.09295,21.16099,1
18.12805,16.82358,16.18116,15.83412,15.60117,0
25.41082,23.16259,21.40984,20.55472,20.092,1
22.33003,19.75614,18.24331,17.65794,17.32942,2
20.90675,20.53749,20.02003,19.72643,19.62315,2
25.78613,21.98039,20.6727,19.49467,18.74319,1
23.0394,22.11996,22.04259,22.18756,21.74572,1
19.96188,18.08221,17.00091,16.58077,16.22517,0
19.09212,17.64952,17.07003,16.73229,16.49931,0
20.19257,17.98789,16.92198,16.44498,16.06447,0
22.42003,22.75921,20.97406,19.94014,19.22779,1
26.60498,22.16793,20.35836,19.46023,19.10534,1
21.87046,21.74347,21.3091,21.0164,21.12137,1
19.50579,17.61321,16.67357,16.26058,15.92285,0
23.03531,21.49829,21.17477,21.31684,20.81041,1
22.97044,22.47499,22.21699,21.53163,21.73816,1
18.4928,17.34481,16.63343,16.19507,15.91353,0
20.67659,20.06802,19.91473,19.90678,19.85089,2
23.93915,21.88167,20.44621,19.55521,19.05413,1
25.45901,25.06291,23.79278,20.63383,18.82876,1
23.19621,22.56372,20.94803,19.92563,19.66991,1
22.84514,21.72057,20.18723,19.10509,18.56056,2
23.53084,21.09176,19.2125,18.53669,18.05086,2
19.15603,17.94886,17.45174,17.22841,17.08925,0
22.58356,21.87566,21.74103,21.86254,21.66203,1
22.23545,22.49881,21.60938,21.09674,20.33704,1
21.77613,21.07759,20.95463,20.90213,20.53177,1
21.01684,20.54368,20.01822,19.36685,18.92462,2
20.44761,18.4513,17.33641,16.90624,16.53206,0
18.15726,15.79327,14.80224,14.46867,14.29503,0
23.99138,20.35271,18.55321,17.9166,17.53447,2
23.20178,21.45154,19.72436,18.87626,18.30048,2
25.42434,22.81548,20.77458,19.70433,19.10142,1
20.88827,20.80954,20.67332,20.66359,20.64152,1
22.56314,21.69922,21.53389,21.66252,20.93245,1
21.17579,19.24318,17.98087,17.34149,16.90895,0
26.56128,21.98153,20.24848,19.27185,18.99348,1
21.3092,20.08262,18.44981,17.84633,17.4614,2
23.01587,22.64079,20.76527,19.79552,19.3095,1
20.92537,19.73985,19.54311,19.54339,19.55419,2
20.68975,18.53841,17.58327,17.16228,16.84473,0
22.52492,21.54146,21.49019,21.26531,21.06968,1
22.90133,21.81304,21.68406,21.60767,21.44146,1
22.76337,22.75583,22.34369,22.42808,21.53896,1
19.75449,18.38007,17.65975,17.25821,16.96655,0
22.3734,23.11829,21.71989,20.48927,19.80798,1
23.58409,21.11296,20.23246,19.817,19.51699,2
20.30959,19.88184,19.78215,19.82553,19.52252,2
21.68702,19.81428,18.36052,17.74895,17.358,2
23.77725,22.39352,21.64751,21.44714,21.18601,1
24.94583,22.67745,20.9572,19.96813,19.57398,1
24.43887,22.16834,21.22035,21.026,21.76487,1
22.84618,22.60637,22.04337,21.45158,20.6043,1
22.43656,22.24842,20.86131,18.66821,17.46616,2
22.97897,22.02873,20.93486,20.00423,19.41617,1
22.8869,21.78563,21.6276,21.20933,21.65958,1
23.55474,25.254,21.76048,20.61782,19.30822,1
23.2597,23.12258,21.29154,20.03521,19.65776,1
19.49838,18.13679,17.32351,16.88212,16.57104,0
19.29443,17.91582,17.35878,17.14774,17.0477,0
24.64098,22.67485,20.91683,19.85263,19.41334,1
25.03831,21.72288,20.26772,19.44724,18.97986,1
23.65494,26.01935,21.88776,20.43452,19.5107,1
20.48198,20.14926,20.0659,19.84251,19.92363,2
21.27035,21.02182,21.18765,20.04064,20.46538,1
25.31657,22.75148,20.90881,19.87811,19.38528,1
18.6095,17.55,17.04718,16.72738,16.5619,0
21.75484,21.48218,21.14087,21.12908,20.42176,1
20.7056,20.51784,20.23992,20.15801,20.03753,2
20.87225,18.8234,17.9234,17.58042,17.43447,0
23.17077,22.49929,21.09884,19.71982,19.10469,1
23.16615,21.19907,21.08865,20.89946,20.68929,1
24.37648,23.97791,21.78216,20.4085,19.63535,1
21.34162,21.22843,21.05478,21.20394,21.57324,1
21.01261,19.7277,19.18649,18.87013,18.78242,2
19.10489,17.75827,17.06874,16.64225,16.35363,0
21.44307,20.76456,20.53648,20.46368,20.32519,1
25.76789,22.1015,20.44811,19.62808,19.13868,1
22.10251,22.06266,21.67644,21.79398,21.80827,1
20.47061,20.13011,24.80204,24.36181,22.82691,1
21.76061,21.58816,20.68811,19.73449,19.46717,2
23.40157,22.41427,20.42913,19.49374,18.88994,1
24.02131,22.00032,20.94273,20.09523,19.88157,1
25.76664,23.04425,22.51224,22.27554,22.13131,1
22.70735,21.99854,20.60988,19.72663,19.61621,1
24.08775,23.31489,21.92394,20.65313,19.74486,1
22.36401,21.94868,21.79761,21.31912,21.29417,1
19.30373,17.2169,16.14773,15.68399,15.30234,0
26.17231,20.78468,19.28783,18.51689,18.10081,2
19.15664,17.41349,16.40051,15.9064,15.53475,0
22.52061,22.10033,21.03065,20.25123,19.59973,1
23.91686,21.13912,19.79495,19.12116,18.76951,2
19.9387,17.85095,16.90432,16.46364,16.12583,0
20.38372,18.38734,17.41682,17.026,16.71601,0
20.86112,20.75164,20.63947,20.28311,20.09204,2
21.06641,20.5362,20.37478,20.33173,20.18135,2
20.11526,18.25729,17.20468,16.77188,16.38529,0
22.22383,22.11323,22.14091,21.71971,21.18432,1
21.86883,21.7473,21.47907,21.04817,20.88632,1
19.57014,17.78499,17.32834,17.07405,16.95464,0
18.8394,18.34307,18.25787,18.45905,18.44499,0
20.57232,19.94569,19.67027,19.71603,19.61709,2
21.49618,21.33279,20.76667,19.69828,19.23253,2
19.40547,17.67349,17.05184,16.8621,16.7716,0
21.15323,20.37498,19.71377,19.88291,19.82503,2
23.09852,22.8405,22.32578,21.31407,20.89013,1
21.00147,18.73728,17.50046,17.00622,16.65379,0
24.34682,20.93215,18.99787,18.32993,17.94738,2
23.40962,23.0838,22.17089,21.74946,22.12106,1
20.66963,20.24804,20.33873,20.11358,19.72551,2
22.52262,19.68774,17.95173,17.34255,17.01973,2
18.48399,17.59546,17.25394,17.031,16.70826,0
22.53854,22.41062,20.57215,19.43686,18.8547,2
20.54498,19.65557,18.77731,18.25149,18.05038,2
25.61528,21.1554,19.44906,18.47781,18.09231,2
22.53101,21.46798,20.09661,19.63213,19.30811,2
20.24949,18.54369,17.67882,17.2365,16.9227,0
24.13542,21.8026,21.57566,21.3188,21.21465,1
22.44514,21.29777,21.04071,21.04598,20.81056,1
23.88957,21.70125,19.92924,19.09663,18.69312,2
21.17312,21.12916,21.0662,20.88152,20.52804,1
22.3744,21.54332,21.06809,20.52492,19.62617,1
23.09702,22.42194,20.54957,19.61987,18.89802,1
20.541,19.19347,19.11407,19.13136,19.03984,2
24.85023,23.23907,22.62404,21.96241,21.23141,1
21.80993,21.35846,21.03817,20.70584,20.49346,1
25.80512,22.8327,21.00379,19.98819,19.57508,1
21.16042,19.40536,18.8041,18.58022,18.66215,2
19.67838,17.63075,16.54655,16.09391,15.69743,0
20.95915,20.59284,20.43192,20.33065,20.25542,2
21.87787,21.3571,20.27615,19.2744,18.54815,2
24.69151,23.16642,21.65274,20.62628,19.95042,1
24.44674,22.59891,21.41867,20.30391,19.61635,1
21.69674,19.07231,17.66278,17.067,16.69588,0
22.9008,20.83279,19.1914,18.51677,18.03301,2
19.41305,18.32306,17.65612,17.25923,17.01566,0
25.5877,23.02894,21.64975,20.52157,19.76468,1
22.97642,21.23239,19.55648,18.6785,18.2837,2
20.86506,18.61867,17.56659,17.0022,16.54501,0
22.06465,22.05946,21.76873,21.55767,21.07852,1
22.46008,21.55679,21.04517,20.82371,21.46267,1
24.93248,25.39977,18.09252,24.19887,23.38784,1
22.55612,21.37944,20.9897,20.78642,20.8254,1
18.35166,16.81188,16.07504,15.6941,15.37759,0
24.73492,23.11764,20.74129,19.76388,19.4294,1
22.75164,21.07324,19.186,18.56807,18.21624,2
20.31752,18.58613,17.66551,17.12798,16.66712,0
25.42607,23.25838,21.92121,20.66326,19.78257,1
21.92522,21.76546,19.70382,18.82314,18.33057,2
23.77893,21.46077,20.60335,19.81276,19.55837,1
23.46446,21.77864,20.17768,19.27025,18.89216,2
21.20468,20.73236,20.60654,20.72816,21.10765,1
22.93279,21.12699,19.70881,19.03065,18.62838,2
23.87514,22.78978,21.55349,20.37035,19.66099,1
26.12798,22.53597,21.09092,19.94701,19.52046,1
17.14024,15.89414,15.30662,14.99376,14.72633,0
22.51859,20.77316,19.05019,18.44019,18.01998,2
25.59969,22.59324,20.98895,19.82879,19.13809,1
20.06685,17.88331,16.81997,16.35258,16.02847,0
19.55169,19.22143,19.0771,19.04315,19.02698,2
20.96389,20.03525,19.90859,19.73297,19.62926,2
22.53831,22.46408,21.73486,21.05073,20.63486,1
24.41533,22.94492,21.82174,20.7017,20.49544,1
19.937,18.98534,18.66373,18.54821,18.46968,2
23.45847,21.69546,19.86585,19.03055,18.58584,2
25.03214,22.28391,20.7815,19.90331,19.36764,1
18.73341,18.51328,18.27478,18.2616,18.21346,0
22.33009,19.83411,18.68534,18.20694,17.95181,2
24.52564,23.88557,23.27648,21.06578,19.94473,1
24.39081,22.8508,21.31086,20.33193,19.92651,1
24.86626,22.57321,21.82681,20.62141,19.92605,1
21.10866,18.98996,17.60408,17.123,16.74468,0
22.81209,21.87461,20.1151,19.02148,18.49922,2
24.1272,25.89049,22.72138,21.37322,19.64187,1
21.9836,20.21607,19.91055,20.01054,20.11471,2
21.62492,20.64882,20.48225,20.50141,20.35312,1
22.59608,22.23929,20.55267,19.74391,19.2565,1
23.19847,23.07544,22.1054,21.52796,22.4964,1
18.43293,17.51243,17.23388,17.13344,17.10901,0
23.36506,21.27513,19.49904,18.83047,18.48274,2
16.81757,15.51955,14.9362,14.69171,14.56536,0
20.17104,18.42528,17.63668,17.25491,17.00142,0
17.54242,15.72582,14.91197,14.52297,14.22601,0
21.44138,21.63072,21.4546,21.30818,20.99889,1
21.654,20.68243,19.30914,19.17442,18.62931,2
22.31465,22.03364,22.02087,21.54996,21.99284,1
19.21336,18.00959,17.54071,17.27433,17.26972,0
25.81475,22.66968,21.12096,19.83016,19.23254,1
20.23845,19.36724,19.08458,19.03093,19.01379,2
23.87793,21.82655,20.16438,19.57526,19.13649,2
24.81982,22.68021,22.02293,21.58872,21.34167,1
18.47322,16.99811,16.42984,16.22368,16.11647,0
23.27624,20.37703,18.78992,18.1623,17.82918,2
18.46049,16.60814,15.7741,15.28003,15.08336,0
20.47075,18.27099,17.05593,16.56453,16.1647,0
25.65325,21.15747,19.32831,18.72082,18.21075,2
26.69987,22.22107,20.50745,19.6803,19.14885,1
19.99253,18.06967,17.08942,16.66543,16.30569,0
22.38227,20.50487,18.75612,18.06677,17.60279,2
20.25382,18.48882,17.34306,16.86716,16.53677,0
21.75185,21.86262,21.85688,21.62564,21.92246,1
23.12266,20.49245,18.79287,18.14967,17.73275,2
16.47249,15.40057,14.89909,14.71408,14.53965,0
22.86428,22.8849,20.85997,19.67601,19.06418,1
19.84069,18.91879,18.64159,18.51464,18.44602,2
20.35182,18.04306,17.16953,16.83839,16.67907,0
22.87577,21.26002,19.87457,18.97608,18.57515,2
23.55336,20.30157,18.64954,18.05757,17.77811,2
18.17766,18.01129,18.35353,18.66503,18.94136,0
22.27347,21.071,19.41587,18.47427,17.97354,2
21.82731,20.48148,18.57961,17.98511,17.49128,2
24.32389,24.83143,22.55179,20.62599,19.77134,1
22.72542,22.35158,22.14952,21.44401,21.66706,1
23.62772,22.45413,20.59339,19.50585,19.21687,1
24.58969,22.5947,20.74771,19.76224,19.16823,1
19.45264,17.03926,15.99572,15.56393,15.33564,0
18.94444,18.05881,17.79892,17.70589,17.68237,0
19.80853,19.78737,19.72188,19.86345,19.74955,2
26.35712,22.43815,20.82609,19.59491,19.08445,1
20.54007,20.4831,20.22873,20.19927,20.22953,2
21.78268,21.73819,20.48218,19.56084,19.23593,2
22.27572,21.67171,20.08451,19.10201,18.65286,2
24.84275,23.25718,21.0689,19.69239,18.99926,1
22.97731,21.58784,21.06415,20.6393,20.07943,1
22.47142,21.62807,21.41651,21.37379,20.77357,1
24.56892,21.54706,19.99133,19.38275,19.01647,2
24.81952,22.44309,20.7898,19.84985,19.61998,1
25.82766,20.43548,18.811,18.19471,17.77319,2
21.6579,21.15224,20.97225,20.98962,20.50933,1
22.3595,22.56246,22.06129,21.8002,21.09806,1
20.44939,19.31029,18.69619,18.44634,18.30032,2
20.05653,19.63858,19.46335,19.55166,19.2514,2
19.80191,17.76094,16.79325,16.29874,15.87316,0
22.94968,20.76859,18.97452,18.38576,18.04219,2
21.06731,19.4552,18.69996,18.44942,18.29572,2
22.41794,22.20509,21.77495,21.40032,21.77757,1
19.8003,19.66013,19.56503,19.25626,19.088,2
20.44334,18.09718,17.04629,16.64348,16.41939,0
15.55979,13.70021,12.8822,12.47296,12.12903,0
23.66464,22.35072,20.42947,19.55875,19.06729,1
17.1328,15.63908,15.09026,14.88872,14.8095,0
21.43212,20.38027,19.78036,19.52621,19.30931,2
18.24703,16.40197,15.39847,14.85646,14.42297,0
20.11389,19.03696,18.77907,18.66608,18.7325,2
19.95622,18.21498,17.41528,17.02892,16.75325,0
21.01241,20.87771,20.42349,19.65173,19.47314,2
24.35066,22.02982,20.79535,19.9357,19.42671,1
22.67161,22.69214,21.86686,21.4682,22.40378,1
24.40435,21.18599,20.57147,20.48156,20.48021,1
26.14426,25.0003,23.79693,22.5679,20.74394,1
21.29883,19.46645,18.5984,18.06071,17.63236,2
25.85095,21.7611,19.97986,19.12355,18.85362,2
23.80252,21.97555,20.84109,19.98111,19.74125,1
20.85061,19.04551,17.89981,17.41647,17.07915,0
23.65782,22.70738,21.91053,21.01731,20.41462,1
22.67214,20.49286,19.53804,18.84258,18.65655,2
26.22832,22.56059,20.98767,18.98018,17.8998,1
26.22276,21.99958,20.51037,19.58427,19.29846,1
17.32965,15.41067,14.59075,14.19266,13.89499,0
22.57176,21.0068,19.26422,18.53305,18.00389,2
25.43962,22.15904,20.51087,19.65861,19.10537,1
19.97264,19.24212,19.1113,19.00511,18.99768,2
18.94513,16.33564,15.08008,14.55832,14.45262,0
21.78131,21.28552,20.99865,20.58313,20.76159,1
22.84837,21.16625,19.53893,18.75873,18.38453,2
22.02452,20.925,19.74058,19.23929,18.84511,2
21.44066,20.22589,19.65791,19.46879,19.35469,2
24.23294,21.53942,20.24457,19.43055,18.89091,2
24.8562,22.2586,21.05455,20.00572,19.51302,1
22.84695,22.97861,21.01675,19.90928,19.40424,1
19.11944,17.20422,16.31594,15.892,15.55062,0
20.44889,18.38889,17.34923,16.86702,16.50564,0
22.85045,22.36457,20.28824,19.35144,19.06207,2
23.74599,22.96635,21.13409,20.91362,20.58068,1
25.7923,24.13329,21.40801,20.41338,19.76142,1
23.32281,23.11399,22.72568,21.69513,21.42028,1
23.03198,20.39003,18.96722,17.90183,17.38027,2
19.12953,17.03631,16.01975,15.5564,15.16744,0
19.71425,18.10682,17.16225,16.70554,16.35923,0
21.46973,21.17624,20.92829,20.60826,20.42573,1
22.56921,21.26666,20.04555,19.16872,18.60964,2
21.50499,20.36403,19.69699,19.46373,19.34606,2
20.54183,18.01912,16.86698,16.3983,16.17568,0
19.45394,18.22501,17.6757,17.33425,17.12407,0
21.46245,20.54387,20.64488,19.21279,18.43258,2
22.61944,21.59996,20.20209,19.43921,19.03814,2
18.15172,16.7924,16.16143,15.80538,15.5836,0
25.51138,23.33093,21.09709,19.72161,19.30177,1
22.27007,19.92985,19.54802,19.69307,19.41688,2
23.46147,22.33005,20.44189,19.39729,18.70515,2
17.70601,15.9307,15.15408,14.83201,14.67406,0
22.04923,21.39498,20.6459,20.41242,19.85791,1
22.68796,22.779,21.05322,19.90759,19.45784,1
20.21678,18.62841,17.75228,17.22705,16.83921,0
20.77922,19.06692,18.41512,18.13926,17.98816,2
21.3556,18.82632,17.45881,16.96627,16.62742,0
26.73209,21.7474,20.2796,19.26034,18.90738,1
21.17814,20.77585,20.59205,20.3781,20.09502,2
16.49582,15.01989,14.51034,14.35541,14.31638,0
19.99809,18.90169,18.52266,18.33042,18.26415,2
19.63287,19.18655,18.72169,18.60867,18.57353,2
20.26333,18.277,17.26554,16.86689,16.48072,0
22.20661,22.15505,21.87951,21.59962,21.92796,1
22.00517,19.53422,18.06382,17.55035,17.19589,2
21.87986,20.00756,19.20115,18.95786,18.75971,2
26.31916,23.07337,21.21101,20.19662,19.49429,1
23.30921,21.84164,20.38842,19.42862,18.96779,2
18.89268,18.03924,17.78544,17.69792,17.70113,0
21.48006,19.33433,18.34711,17.89139,17.53131,2
22.00407,21.84242,21.43292,21.58932,21.53514,1
22.65546,22.31327,22.06957,21.75294,22.38929,1
26.23115,22.62924,21.15252,20.1121,19.40423,1
21.78994,21.09156,20.3506,19.6364,19.35179,2
19.69205,18.07502,17.24868,16.80822,16.47869,0
19.49066,19.13737,19.21226,19.06033,19.02299,2
19.50603,18.1832,17.3951,16.98009,16.71305,0
21.51173,21.19279,20.79223,20.7476,20.55673,1
26.62746,21.54819,19.6527,18.93299,18.50294,2
22.53409,22.50385,21.89421,21.27877,21.00265,1
25.02403,24.19167,20.86489,19.51443,18.91946,1
20.60863,18.64255,17.44164,16.96298,16.59864,0
25.95742,22.39166,20.51727,19.58951,19.11695,1
20.76774,18.52714,17.41777,17.00139,16.61604,0
23.24603,22.7144,20.99884,19.96391,19.46489,1
17.76765,16.05639,15.2759,14.88997,14.60182,0
16.61563,14.39084,13.45337,16.24461,12.93124,0
